error_id,crate_name,version,test_name,error_type,error_text,full_error_text,passed_in_tree_borrows
356,tree-sitter-graph,0.11.0,execution::can_match_stanza_multiple_times,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::can_nest_function_calls,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::can_omit_global_variable_with_default,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::can_scan_strings,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::can_use_global_variable,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::can_use_variable_multiple_times,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::cannot_omit_global_variable,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::cannot_pass_string_to_global_list_variable,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::cannot_use_nullable_regex,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::scoped_variables_carry_across_stanzas,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::skip_if_without_true_conditions,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::variables_are_inherited_in_for_in_body,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::variables_are_inherited_in_if_body,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::variables_are_local_in_for_in_body,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::variables_are_local_in_if_body,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::variables_do_not_escape_for_in_body,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::variables_do_not_escape_if_body,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,execution::variables_in_scan_arms_are_local,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,functions::can_concat_lists,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,functions::can_eq_equal_bools,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,functions::can_eq_nonequal_bools,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,functions::can_format_string_null_and_escaped_braces,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,functions::can_join_list_with_separator,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,functions::can_join_list_without_separator,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,functions::cannot_eq_bool_and_string,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,functions::cannot_format_with_extra_parameter,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,functions::cannot_format_with_missing_parameter,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,functions::cannot_format_with_unexpected_closing_brace,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,functions::cannot_format_with_unexpected_opening_brace,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,graph::can_display_graph,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_build_edge,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_build_edges,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_build_node,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_build_node_with_attrs,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_build_simple_graph,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_create_nonempty_list_capture,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_create_present_optional_capture,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_execute_elif,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_execute_else,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_execute_for_in_empty_list_capture,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_execute_for_in_list_literal,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_execute_for_in_nonempty_list_capture,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_execute_if_literal,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_execute_if_none,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_execute_if_some,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_execute_if_some_and_none,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_execute_list_comprehension,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_execute_set_comprehension,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_match_stanza_multiple_times,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_mutate_inside_nested_scan_multiple_times,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_mutate_inside_nested_scan_multiple_times_simple,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_mutate_inside_scan_multiple_times,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_mutate_inside_scan_multiple_times_simple,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_mutate_inside_scan_no_branch_simple,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_mutate_inside_scan_once_first_branch,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_mutate_inside_scan_once_first_branch_simple,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_mutate_inside_scan_once_no_branch,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_mutate_inside_scan_once_second_branch,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_nest_function_calls,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_omit_global_variable_with_default,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_scan_strings,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_set_mutable_local_variables,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_use_global_variable,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::can_use_variable_multiple_times,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
356,tree-sitter-graph,0.11.0,lazy_execution::cannot_omit_global_variable,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
